StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q109,Q1,Q125,Q126_First Click,Q126_Last Click,Q126_Page Submit,Q126_Click Count,Q4,Q61_First Click,Q61_Last Click,Q61_Page Submit,Q61_Click Count,Q145,Q146_First Click,Q146_Last Click,Q146_Page Submit,Q146_Click Count,Q156,Q157_First Click,Q157_Last Click,Q157_Page Submit,Q157_Click Count,Q167,Q168_First Click,Q168_Last Click,Q168_Page Submit,Q168_Click Count,Q178,Q179_First Click,Q179_Last Click,Q179_Page Submit,Q179_Click Count,Q225,Q226_First Click,Q226_Last Click,Q226_Page Submit,Q226_Click Count,Q227,Q228_First Click,Q228_Last Click,Q228_Page Submit,Q228_Click Count,Q229,Q230_First Click,Q230_Last Click,Q230_Page Submit,Q230_Click Count,Q231,Q232_First Click,Q232_Last Click,Q232_Page Submit,Q232_Click Count,Q5_1,Q225,Q228,Q229,Q230,Q227,Q226,Carta1_DO,Forbice1_DO,Sasso1_DO,Forbice2_DO,Carta2_DO,Sasso2_DO,Forbice3_DO,Carta3_DO,Sasso3_DO,Forbice4_DO,Carta4_DO,Sasso4_DO,Forbice5_DO,Carta5_DO,Sasso5_DO,Sasso6_DO,Carta6_DO,Forbice6_DO,Sasso7_DO,Carta7_DO,Forbice7_DO,Sasso8_DO,Carta8_DO,Forbice8_DO,Carta9_DO,Sasso9_DO,Forbice9_DO,Sasso10_DO,Carta10_DO,Forbice10_DO
2021-04-12 10:32:44,2021-04-12 10:38:45,0,79.30.188.27,100,361,1,2021-04-12 10:38:46,R_SDcK6bwdm3pcuOd,,,,,45.5431060791016,11.54150390625,anonymous,EN,4,UIHI1712,2,8.333,8.333,9.742,1,1,1.764,1.764,3.345,1,2,2.289,2.289,3.619,1,2,1.242,1.242,2.852,1,1,5.756,5.756,7.038,1,2,5.766,5.766,8.401,1,1,2.203,2.203,3.525,1,3,1.455,1.455,2.711,1,3,1.177,1.177,2.543,1,3,0.986,0.986,2.206,1,90,1,1,1,1,1,1,,,sasso,,forbice,,,,sasso,,,forbice,,sasso,sasso,carta,,,,sasso,,,,forbice,,,forbice,,,carta
2021-04-12 10:33:41,2021-04-12 10:38:49,0,151.95.99.92,100,308,1,2021-04-12 10:38:49,R_eIPqy4W6y3cT98R,,,,,45.3818969726563,11.0446929931641,anonymous,EN,4,abus0802,1,5.933,5.933,6.827,1,1,0.775,1.293,1.906,2,3,1.194,1.194,1.921,1,2,1.254,1.254,1.889,1,2,0.755,0.755,1.375,1,2,0.4,0.4,1.354,1,2,1.162,1.162,1.747,1,1,0.859,0.859,1.547,1,1,0.945,0.945,1.507,1,3,0.624,0.624,1.201,1,80,1,1,2,1,3,2,carta,,,,sasso,,carta,,,,,carta,,,carta,sasso,,,carta,,,,forbice,,carta,,,,,sasso
2021-04-12 10:32:48,2021-04-12 10:38:50,0,87.5.106.145,100,362,1,2021-04-12 10:38:51,R_esniKRISJyhxot3,,,,,46.0720977783203,11.1161041259766,anonymous,EN,4,abre2705,2,9.588,9.588,10.984,1,2,1.831,1.831,3.173,1,2,1.53,1.53,2.611,1,1,0.857,0.857,1.983,1,1,1.246,1.246,2.412,1,3,1.967,1.967,3.449,1,3,1.043,1.043,2.013,1,1,0.812,0.812,2.73,1,1,0.864,0.864,2.059,1,1,0.93,0.93,2.255,1,20,2,4,3,3,5,5,,,sasso,,,carta,,,sasso,,carta,,,forbice,sasso,,,forbice,,,forbice,,sasso,,sasso,,,,sasso,
2021-04-12 10:33:30,2021-04-12 10:38:54,0,5.90.116.74,100,324,1,2021-04-12 10:38:55,R_1F5GztZxe4E0lxa,,,,,43.54150390625,11.1766052246094,anonymous,EN,4,Auir2307,1,4.76,4.76,5.472,1,2,6.701,6.701,7.572,1,1,5.363,5.363,6.14,1,3,3.289,3.289,3.786,1,2,4.985,4.985,5.745,1,1,5.899,5.899,6.477,1,3,2.399,2.399,2.716,1,2,1.051,1.051,1.672,1,1,8.301,8.301,9.065,1,3,5.449,5.449,5.839,1,17,1,1,1,1,1,1,sasso,,,,,forbice,,sasso,,carta,,,,,forbice,,carta,,,,forbice,sasso,,,sasso,,,,,sasso
2021-04-12 10:36:13,2021-04-12 10:39:03,0,87.5.40.248,100,169,1,2021-04-12 10:39:03,R_1DS7Ck8cmDnJQFv,,,,,46.5018005371094,11.3471069335938,anonymous,EN,4,ieov0612,2,3.301,3.301,4.237,1,2,2.401,2.401,3.402,1,2,1.402,1.402,2.622,1,1,8.003,8.003,8.755,1,3,5.162,5.162,5.602,1,3,2.542,2.542,2.84,1,3,3.404,3.404,3.811,1,1,1.094,1.094,1.655,1,3,6.904,6.904,7.641,1,1,2.104,2.104,2.861,1,100,1,1,1,1,1,1,,,sasso,,,carta,,,forbice,,sasso,,sasso,,,,,sasso,,,sasso,,sasso,,,,sasso,,carta,
2021-04-12 10:32:43,2021-04-12 10:39:04,0,151.36.37.1,100,381,1,2021-04-12 10:39:05,R_1nZLhzCO07HX49u,,,,,45.5050048828125,9.21989440917969,anonymous,EN,4,lbor0902,2,10.663,10.663,14.396,1,1,4.733,4.733,6.012,1,1,2.873,2.873,4.049,1,2,10.719,10.719,11.937,1,2,3.488,3.488,4.525,1,2,10.426,10.426,12.432,1,1,7.575,7.575,8.7,1,2,32.173,32.173,34.289,1,1,6.36,6.36,7.517,1,3,8.835,8.835,10.048,1,80,2,1,3,1,1,1,,,forbice,,sasso,,,sasso,,,,sasso,,,forbice,forbice,,,,forbice,,forbice,,,carta,,,,,sasso
2021-04-12 10:31:52,2021-04-12 10:39:07,0,188.218.101.147,100,435,1,2021-04-12 10:39:07,R_OwY5gEywU2piLwR,,,,,45.4129943847656,11.8805999755859,anonymous,EN,4,imhi1810,1,4.468,4.468,5.715,1,3,3.251,3.251,4.375,1,2,0.938,0.938,2.125,1,1,1.205,1.205,2.414,1,3,1.584,1.584,2.649,1,2,0.82,0.82,1.692,1,1,0.892,0.892,2.071,1,3,1.167,1.167,2.4,1,2,0.706,0.706,1.724,1,1,0.957,0.957,2.11,1,71,2,2,2,2,2,2,sasso,,,carta,,,,,forbice,,sasso,,forbice,,,sasso,,,,forbice,,,,carta,,forbice,,,sasso,
2021-04-12 10:35:45,2021-04-12 10:39:07,0,93.37.210.98,100,202,1,2021-04-12 10:39:08,R_2zGzLocPj866MG0,,,,,45.4936981201172,12.2449951171875,anonymous,EN,4,LBAS0309,1,9.756,9.756,10.67,1,2,5.389,5.389,6.006,1,1,5.171,5.171,5.844,1,2,5.209,5.209,5.918,1,2,3.362,4.08,4.804,2,1,1.565,1.565,2.152,1,3,0.622,0.622,1.11,1,3,0.514,1.03,1.058,2,3,1.39,1.39,1.877,1,2,1.177,1.177,1.601,1,32,4,4,4,4,4,4,carta,,,,,sasso,,carta,,,,sasso,,,carta,,forbice,,,,forbice,,,carta,,,sasso,forbice,,
2021-04-12 10:32:43,2021-04-12 10:39:10,0,188.12.248.135,100,386,1,2021-04-12 10:39:11,R_yEDwKkwxUQhFj5D,,,,,45.2111968994141,11.8361968994141,anonymous,EN,4,LEAD1809,1,8.701,8.701,9.939,1,1,1.651,1.651,2.536,1,1,0.644,0.644,1.434,1,1,0.572,0.572,1.385,1,1,0.701,0.701,1.632,1,1,1.117,1.117,1.911,1,1,0.992,0.992,2.039,1,1,68.497,68.497,69.482,1,1,0.69,0.69,1.554,1,1,0.668,0.668,1.48,1,40,1,3,5,2,2,3,sasso,,,,carta,,,carta,,,carta,,,carta,sasso,,carta,,,sasso,,,carta,,forbice,,,,forbice,
2021-04-12 10:33:03,2021-04-12 10:39:13,0,2.34.190.253,100,370,1,2021-04-12 10:39:13,R_1P1YcyxiW2nUCqB,,,,,44.6753997802734,11.0397033691406,anonymous,EN,4,iaol2012,1,13.833,13.833,14.97,1,1,2.671,2.671,3.685,1,1,14.101,14.101,15.057,1,2,4.056,4.056,4.946,1,2,2.225,2.225,2.963,1,1,3.285,3.285,4.414,1,1,4.772,6.267,7.22,2,3,1.898,1.898,2.685,1,3,3.246,3.739,4.302,2,3,1.093,1.093,1.8,1,40,1,1,1,1,1,1,carta,,,,sasso,,,sasso,,,,carta,,,carta,,carta,,,sasso,,,,carta,,,forbice,,,carta
2021-04-12 10:32:53,2021-04-12 10:39:15,0,87.15.23.63,100,381,1,2021-04-12 10:39:15,R_12S8GVPZMj1dmmy,,,,,45.4317016601563,10.9859008789063,anonymous,EN,4,mier2701,3,15.024,15.024,31.81,1,1,7.123,7.123,8.758,1,1,4.934,4.934,7.989,1,2,1.332,1.332,2.802,1,2,0.853,0.853,2.132,1,3,0.653,0.653,1.623,1,1,0.727,0.727,1.779,1,3,1.898,1.898,2.653,1,2,0.732,1.653,2.556,2,1,0.837,0.837,2.159,1,50,1,1,5,6,2,5,,sasso,,,sasso,,,sasso,,,,carta,,,carta,,,sasso,,carta,,,,sasso,,forbice,,,carta,
2021-04-12 10:32:52,2021-04-12 10:39:17,0,95.232.11.227,100,384,1,2021-04-12 10:39:17,R_23ZQpL2eodXUtZ4,,,,,45.6618041992188,12.2427978515625,anonymous,EN,4,icre2812,2,30.756,30.756,32.8,1,1,13.299,13.299,14.82,1,2,9.977,9.977,11.483,1,1,7.491,7.491,8.771,1,2,7.794,7.794,9.058,1,3,3.578,3.578,4.705,1,1,3.169,3.169,4.277,1,1,4.013,4.013,5.69,1,2,5.767,5.767,8.99,1,3,7.22,7.22,8.422,1,75,1,1,1,1,1,5,,,sasso,,carta,,,,carta,,carta,,,,carta,,,sasso,,carta,,,carta,,,forbice,,,,carta
2021-04-12 10:34:08,2021-04-12 10:39:18,0,79.50.247.90,100,309,1,2021-04-12 10:39:18,R_1IGdvZeZmwALllX,,,,,45.5558929443359,12.2429046630859,anonymous,EN,4,ioal2707,2,7.586,7.586,8.954,1,1,1.189,1.189,2.681,1,3,0.929,0.929,1.777,1,1,1.348,1.348,2.428,1,2,0.842,0.842,2.076,1,3,1.062,1.062,2.296,1,1,0.968,0.968,2.365,1,3,2.595,2.595,3.59,1,2,0.646,0.646,2.114,1,1,1.036,1.036,2.876,1,80,2,1,5,2,2,3,,,carta,,carta,,sasso,,,,carta,,,,carta,,,forbice,,forbice,,,,sasso,,forbice,,,sasso,
2021-04-12 10:34:04,2021-04-12 10:39:36,0,151.55.153.25,100,331,1,2021-04-12 10:39:36,R_11jwuJgFMuz3u1g,,,,,44.6535034179688,10.923095703125,anonymous,EN,4,ONUC1704,2,3.278,3.278,5.315,1,2,6.599,6.599,8.659,1,1,4.606,4.606,6.132,1,3,5.919,5.919,7.294,1,1,4.39,4.39,5.869,1,2,5.986,5.986,7.395,1,1,3.349,3.349,4.834,1,3,7.636,7.636,9.118,1,1,1.678,1.678,3.175,1,2,2.473,2.473,3.837,1,65,3,3,3,2,3,2,,,carta,,,forbice,,carta,,carta,,,,carta,sasso,forbice,,,,forbice,,,,forbice,carta,,,sasso,,
2021-04-12 10:32:32,2021-04-12 10:39:43,0,82.54.242.195,100,431,1,2021-04-12 10:39:43,R_1mDBqGn1J6Izgoo,,,,,45.4311981201172,12.3381958007813,anonymous,EN,4,tfen1203,2,4.149,7.393,8.328,3,3,3.206,3.206,5.96,1,3,2.128,2.128,4.463,1,1,5.764,5.764,7.362,1,2,2.405,2.405,5.59,1,3,1.07,3.834,4.929,2,1,0.748,0.748,1.971,1,1,0.731,1.048,2.871,2,1,0.965,2.084,3.941,2,2,0.863,0.863,3.408,1,50,1,1,4,1,1,1,,,carta,carta,,,forbice,,,,sasso,,,,forbice,,,carta,,carta,,,carta,,sasso,,,carta,,
2021-04-12 10:35:14,2021-04-12 10:39:45,0,95.237.221.39,100,270,1,2021-04-12 10:39:45,R_pg78f5dcfjMBN61,,,,,46.5018005371094,11.3471069335938,anonymous,EN,4,stov1008,3,3.63,3.63,4.388,1,3,28.889,30.648,31.174,2,1,1.82,1.82,2.475,1,2,0.432,0.432,1.208,1,1,0.421,0.421,1.122,1,3,0.748,0.748,1.324,1,1,0.527,0.527,1.324,1,1,0.452,1.308,1.642,2,2,0.593,0.593,1.209,1,1,0.58,0.58,1.225,1,50,1,5,5,3,1,1,,sasso,,sasso,,,,forbice,,,,forbice,,forbice,sasso,,,carta,,forbice,,,carta,,,forbice,,,sasso,
2021-04-12 10:32:36,2021-04-12 10:39:54,0,5.102.13.250,100,438,1,2021-04-12 10:39:54,R_3IPMrx4KgXnlWUx,,,,,45.3415069580078,11.0014953613281,anonymous,EN,4,ofad1712,2,4.916,4.916,6.691,1,1,1.634,1.634,3.648,1,2,0.852,0.852,2.28,1,3,1.198,1.198,2.338,1,1,1.147,1.147,2.949,1,2,3.52,3.52,6.354,1,1,2.647,2.647,4.123,1,3,11.196,11.196,12.635,1,2,0.98,0.98,2.626,1,1,0.897,0.897,2.275,1,62,3,3,3,3,3,3,,,sasso,,carta,,,,sasso,forbice,,,,carta,sasso,carta,,,,sasso,,,,carta,,forbice,,,sasso,
2021-04-12 10:32:44,2021-04-12 10:40:08,0,5.90.108.250,100,443,1,2021-04-12 10:40:08,R_RJ362py3TA7bdPb,,,,,43.7686004638672,11.2509002685547,anonymous,EN,4,auel0510,1,9.129,9.129,11.045,1,2,17.148,17.148,18.551,1,2,29.434,29.434,30.622,1,1,6.544,6.544,7.826,1,2,3.358,9.504,10.765,3,1,3.991,3.991,6.166,1,1,3.004,3.004,4.336,1,2,7.898,7.898,9.301,1,1,2.458,5.06,6.485,2,2,6.271,6.271,7.328,1,20,3,3,3,3,3,3,sasso,,,,,carta,,,forbice,,carta,,,,forbice,,carta,,,carta,,sasso,,,carta,,,carta,,
2021-04-12 10:36:47,2021-04-12 10:40:10,0,87.3.244.173,100,202,1,2021-04-12 10:40:10,R_3p54Np7SWM61JKV,,,,,44.0574951171875,12.5653076171875,anonymous,EN,4,ndes2301,1,1.369,1.369,2.343,1,3,2.17,2.17,3.727,1,3,0.82,0.82,2.042,1,2,0.814,0.814,2.324,1,2,1.173,1.173,1.809,1,1,0.656,0.656,1.19,1,3,0.453,0.453,1.257,1,2,0.622,0.622,1.17,1,3,0.484,0.484,1.122,1,1,0.518,0.518,1.14,1,60,1,1,1,2,3,1,carta,,,carta,,,carta,,,,,forbice,,,carta,,sasso,,,,forbice,carta,,,,,forbice,,forbice,
2021-04-12 10:32:59,2021-04-12 10:41:09,0,109.118.237.91,100,489,1,2021-04-12 10:41:09,R_1Qavmn64Znh4ZRF,,,,,39.2073974609375,9.1094970703125,anonymous,EN,4,licc2601,1,9.565,9.565,10.978,1,2,5.082,5.082,6.419,1,3,5.516,5.516,6.962,1,2,2.176,2.176,5.628,1,2,4.799,6.962,8.329,3,1,5.587,5.587,7.06,1,3,1.151,1.151,2.449,1,3,2.775,2.775,4.085,1,1,4.332,4.332,6.128,1,2,3.081,3.081,4.5,1,0,1,1,1,1,1,1,forbice,,,,,forbice,carta,,,,,sasso,,,carta,,carta,,,,sasso,,,sasso,carta,,,forbice,,
2021-04-12 10:38:44,2021-04-12 10:41:56,0,2.34.236.39,100,192,1,2021-04-12 10:41:57,R_WAp9RutKOSkdtCN,,,,,45.4096069335938,11.8946990966797,anonymous,EN,4,riiv2208,2,3.212,3.212,4.619,1,3,3.399,3.399,4.606,1,2,2.575,2.575,3.875,1,2,3.345,3.345,4.719,1,2,2.399,2.399,3.821,1,3,2.255,2.255,3.929,1,2,1.725,1.725,3.224,1,2,1.714,1.714,3.387,1,2,1.418,1.418,2.841,1,2,1.517,1.517,3.015,1,40,4,,3,3,3,4,,,forbice,forbice,,,,,sasso,,,sasso,,,forbice,,,carta,carta,,,forbice,,,,carta,,sasso,,
2021-04-12 10:37:27,2021-04-12 10:42:51,0,79.46.86.145,100,323,1,2021-04-12 10:42:51,R_doujTaMqyhfHihj,,,,,39.2353057861328,9.11430358886719,anonymous,EN,4,EDRI6597,3,6.472,6.472,7.889,1,2,3.051,3.051,4.291,1,1,2.205,2.205,3.618,1,3,2.881,2.881,3.997,1,2,1.134,1.134,2.48,1,1,1.639,1.639,2.841,1,1,1.402,1.402,3.008,1,3,1.82,1.82,2.947,1,3,3.032,3.032,4.205,1,1,5.394,5.394,6.182,1,61,3,2,3,3,3,5,,forbice,,,,sasso,,forbice,,carta,,,,,carta,,forbice,,,sasso,,,,sasso,,,carta,,forbice,
2021-04-12 10:42:24,2021-04-12 10:43:18,0,158.148.176.41,100,54,1,2021-04-12 10:43:19,R_1IBo6Ubbmjqqa6L,,,,,41.8979949951172,12.5126037597656,anonymous,EN,4,Inrz1211,2,1.701,1.701,2.266,1,1,0.301,0.301,1.08,1,2,0.397,0.397,0.913,1,2,0.186,0.186,0.763,1,3,0.301,0.301,1.042,1,1,0.374,0.374,0.985,1,2,0.367,0.367,1.022,1,2,0.301,0.301,1.023,1,1,0.298,0.298,0.803,1,3,0.301,0.301,1.048,1,100,1,1,1,1,1,1,,,sasso,,sasso,,,,sasso,,,carta,sasso,,,,forbice,,forbice,,,sasso,,,forbice,,,,,carta
2021-04-12 10:35:57,2021-04-12 10:43:55,0,37.77.123.96,100,478,1,2021-04-12 10:43:56,R_2YDq7mocjz3gtQU,,,,,43.1479034423828,12.1096954345703,anonymous,EN,4,arbo0805,3,3.401,3.401,4.839,1,1,2.706,2.706,3.957,1,3,1.704,1.704,2.892,1,2,1.005,2.871,4,2,1,1.445,2.223,3.758,2,3,3.824,3.824,4.848,1,2,1.406,1.406,2.756,1,2,1.511,1.511,3.06,1,1,1.507,1.507,2.967,1,3,1.935,1.935,3.184,1,61,3,4,3,2,1,2,,carta,,,carta,,carta,,,,,forbice,,forbice,sasso,,,sasso,forbice,,,forbice,,,sasso,,,,,forbice
2021-04-12 10:36:09,2021-04-12 10:49:26,0,151.36.47.245,100,797,1,2021-04-12 10:49:27,R_3mn7NLeiQTEJORj,,,,,45.5050048828125,9.21989440917969,anonymous,EN,4,arst0111,1,2.201,2.201,3.444,1,2,1.592,1.592,5.003,1,3,1.29,1.29,2.459,1,1,6.365,6.365,7.365,1,3,12.901,12.901,13.962,1,2,1.501,1.501,2.473,1,3,26.24,75.801,76.946,3,2,0.649,0.649,1.401,1,1,0.736,0.736,1.658,1,2,1.594,1.594,2.62,1,74,1,1,1,1,1,1,carta,,,,,sasso,forbice,,,,forbice,,forbice,,,forbice,,,,,forbice,carta,,,forbice,,,carta,,
2021-04-12 10:57:32,2021-04-12 10:59:29,0,151.36.47.245,100,117,1,2021-04-12 10:59:30,R_27vdG9kzrkULzZ8,,,,,45.5050048828125,9.21989440917969,anonymous,EN,4,arst0111,1,1.553,1.553,2.594,1,2,0.575,0.575,1.433,1,3,0.921,0.921,2.556,1,1,0.801,0.801,2.132,1,2,0.701,0.701,1.946,1,3,0.601,0.601,1.661,1,1,0.7,0.7,1.801,1,2,0.501,0.501,1.525,1,3,0.611,0.611,1.456,1,1,1.453,1.453,2.273,1,55,1,1,1,1,1,1,carta,,,,,carta,carta,,,,sasso,,,,carta,,,carta,,sasso,,carta,,,,,sasso,,sasso,
2021-04-12 13:47:50,2021-04-12 13:56:18,0,93.41.44.172,100,507,1,2021-04-12 13:56:18,R_7Onxp0VgStIClYB,,,,,45.5386047363281,10.2106018066406,anonymous,EN,4,arre1303,3,19.244,19.244,20.189,1,1,5.5,5.5,6.361,1,2,1.433,1.433,3.648,1,2,2.906,2.906,3.913,1,1,4.773,4.773,5.298,1,2,12.001,12.001,13.498,1,3,5.401,5.401,6.292,1,2,6.702,6.702,7.36,1,1,7.578,7.578,8.141,1,2,2.294,2.294,3.373,1,60,1,1,1,1,1,1,,sasso,,,carta,,,,sasso,,,forbice,,sasso,sasso,forbice,,,,,sasso,carta,,,sasso,,,sasso,,
2021-04-15 10:11:06,2021-04-15 10:13:01,0,2.34.240.231,100,115,1,2021-04-15 10:13:02,R_3symxekMPwaGbCS,,,,,44.4228973388672,11.5137023925781,anonymous,EN,4,LEONARDO,2,2.951,2.951,4.046,1,1,2.259,2.259,3.213,1,1,4.356,4.356,5.211,1,2,0.813,0.813,1.647,1,3,0.699,0.699,1.545,1,1,1.288,1.288,2.072,1,2,1.268,1.268,2.045,1,1,1.512,2.274,2.779,2,3,0.619,0.619,1.504,1,2,0.915,0.915,1.6,1,50,1,1,1,1,1,1,,,sasso,,sasso,,,forbice,,,,carta,forbice,,,,carta,,forbice,,,,sasso,,,,forbice,sasso,,
2021-04-15 10:27:24,2021-04-15 10:31:06,0,151.61.172.51,100,221,1,2021-04-15 10:31:06,R_3Hk6GkEFhSq3Eb6,,,,,45.9781036376953,12.3054962158203,anonymous,EN,4,Emam1208,2,4.371,4.371,5.776,1,3,2.844,2.844,3.919,1,1,1.043,1.043,2.103,1,2,1.344,1.344,2.174,1,1,1.119,1.119,2.248,1,2,0.841,0.841,1.714,1,3,1.04,1.04,1.965,1,1,3.175,3.175,4.426,1,1,2.068,2.068,3.159,1,3,2.639,2.639,3.43,1,60,2,3,5,3,3,3,,,sasso,forbice,,,,sasso,,,,carta,,forbice,sasso,sasso,,,,,sasso,,sasso,,carta,,,,,carta
2021-04-15 10:27:29,2021-04-15 10:31:34,0,146.241.152.235,100,244,1,2021-04-15 10:31:34,R_2urLkrRGjADEq1t,,,,,45.7509002685547,8.81570434570313,anonymous,EN,4,bemo2607,2,2.2,3.154,3.667,2,2,1.458,1.458,2.385,1,1,1.048,1.048,1.95,1,3,0.83,0.83,1.888,1,3,0.771,1.766,2.221,2,2,1.622,1.622,2.781,1,2,1.399,1.399,2.226,1,2,0.745,0.745,2.142,1,3,3.052,3.052,4.071,1,2,0.963,0.963,1.764,1,34,3,3,3,2,3,1,,,carta,,,forbice,,carta,,forbice,,,sasso,,,carta,,,sasso,,,carta,,,,,carta,forbice,,
2021-04-15 10:27:21,2021-04-15 10:31:34,0,95.252.50.2,100,253,1,2021-04-15 10:31:34,R_2diQnhVU2FM1Kmx,,,,,45.4129943847656,11.8805999755859,anonymous,EN,4,enpa2304,1,1.182,1.182,2.509,1,2,4.502,4.502,5.055,1,3,2.695,2.695,3.153,1,2,4.472,4.472,5.091,1,2,1.139,1.139,1.869,1,3,1.249,1.249,1.863,1,1,2.557,2.557,3.2,1,2,27.244,27.244,27.961,1,3,2.594,2.594,3.125,1,1,0.689,1.244,1.62,2,10,1,1,1,1,1,1,carta,,,,,forbice,forbice,,,,,carta,,,carta,,,sasso,,carta,,sasso,,,,,sasso,,carta,
2021-04-15 10:27:28,2021-04-15 10:31:56,0,176.206.187.174,100,268,1,2021-04-15 10:31:56,R_33kesbMhxK3pl1V,,,,,45.4096069335938,11.8946990966797,anonymous,EN,4,Site2507,2,3.513,3.513,5.036,1,2,6.175,6.175,7.207,1,2,2.804,2.804,3.691,1,2,3.699,3.699,4.987,1,2,1.225,1.225,2.073,1,2,0.927,0.927,1.685,1,3,1.493,1.493,2.109,1,3,3.083,3.083,3.943,1,1,1.318,1.318,2.286,1,1,0.564,1.187,1.45,2,40,3,1,3,4,5,3,,,forbice,,,carta,,,forbice,,,carta,,,carta,carta,,,,,sasso,,,carta,carta,,,,forbice,
2021-04-15 10:27:26,2021-04-15 10:32:02,0,62.170.205.70,100,275,1,2021-04-15 10:32:02,R_2f2IYS13yFkq5TX,,,,,45.6139984130859,9.19760131835938,anonymous,EN,4,datr2109,1,9.961,9.961,11.49,1,2,3.713,3.713,5.057,1,2,4.423,4.423,5.583,1,3,1.609,1.609,3.227,1,1,1.105,1.105,2.806,1,1,5.693,5.693,7.14,1,2,1.995,1.995,3.497,1,3,1.664,1.664,2.722,1,1,0.681,0.681,1.833,1,1,0.889,0.889,1.919,1,20,3,3,3,3,3,5,sasso,,,,,forbice,,,sasso,carta,,,,sasso,sasso,,sasso,,carta,,,,,sasso,carta,,,,forbice,
2021-04-15 10:27:22,2021-04-15 10:32:31,0,79.9.26.254,100,308,1,2021-04-15 10:32:31,R_3NP85ZhD7MKTkKd,,,,,45.4246978759766,12.0821990966797,anonymous,EN,4,sado1208,2,8.751,8.751,10.659,1,2,2.845,2.845,4.098,1,2,2.492,2.492,3.711,1,2,2.433,2.433,3.487,1,3,0.993,0.993,1.997,1,2,1.112,1.112,2.028,1,2,9.403,9.403,10.481,1,2,1.341,1.341,2.391,1,1,0.968,0.968,2.151,1,3,0.9,0.9,1.766,1,30,5,5,5,5,5,5,,,sasso,,,forbice,,,carta,,,carta,sasso,,,forbice,,,sasso,,,carta,,,forbice,,,,,carta
2021-04-15 10:27:28,2021-04-15 10:32:32,0,94.247.8.11,100,304,1,2021-04-15 10:32:32,R_3QVGg4a2bwsApQ8,,,,,45.4936981201172,12.2449951171875,anonymous,EN,4,anve0706,1,10.597,10.597,13.589,1,2,8.839,9.995,11.244,2,3,14.065,14.065,15.409,1,3,2.736,5.392,6.676,2,1,9.443,9.443,11.161,1,1,7.511,7.511,8.759,1,2,1.011,1.011,2.354,1,1,1.63,1.63,2.585,1,3,1.14,1.14,2.416,1,2,3.899,3.899,5.249,1,74,2,3,3,3,6,6,sasso,,,,,sasso,sasso,,,forbice,,,,forbice,sasso,,forbice,,forbice,,,,carta,,,,sasso,forbice,,
2021-04-15 10:27:28,2021-04-15 10:32:32,0,93.34.147.96,100,304,1,2021-04-15 10:32:33,R_3gLvJgjdZGKz48R,,,,,45.4936981201172,12.2449951171875,anonymous,EN,4,lcpa0704,2,5.913,5.913,7.348,1,2,4.287,4.287,6.717,1,3,0.988,2.292,3.467,2,3,1.925,2.846,3.385,2,1,1.411,1.411,2.21,1,2,3.239,3.239,4.074,1,3,10.568,10.568,11.578,1,3,0.997,0.997,1.861,1,2,1.685,1.685,2.515,1,1,2.647,2.647,3.739,1,50,2,2,2,2,2,2,,,carta,,,carta,carta,,,sasso,,,,forbice,sasso,carta,,,,,forbice,,,forbice,,forbice,,,sasso,
2021-04-15 10:27:31,2021-04-15 10:32:33,0,151.55.168.181,100,302,1,2021-04-15 10:32:33,R_2aY2KHiStaG5Dce,,,,,45.4924011230469,12.1549987792969,anonymous,EN,4,mach1806,2,11.418,11.418,13.321,1,2,3.17,3.17,5.026,1,2,1.347,1.347,2.717,1,3,2.962,2.962,4.17,1,3,6.145,6.145,7.334,1,2,2.6,3.824,7.216,2,3,2.186,2.186,3.365,1,1,4.034,4.034,5.222,1,2,1.933,1.933,3.717,1,3,1.087,1.087,2.206,1,0,1,1,1,1,1,1,,,carta,,,sasso,,,carta,sasso,,,forbice,,,sasso,,,,,carta,,carta,,,sasso,,,,forbice
2021-04-15 10:27:32,2021-04-15 10:32:34,0,80.117.217.27,100,301,1,2021-04-15 10:32:34,R_3oOdz9k419uMtuZ,,,,,45.4096069335938,11.8946990966797,anonymous,EN,4,covi0406,1,9.137,9.137,10.902,1,2,2.598,2.598,4.23,1,2,1.67,1.67,2.978,1,3,1.848,1.848,3.069,1,3,1.135,1.135,2.257,1,1,2.546,2.546,3.968,1,3,2.507,2.507,3.572,1,2,0.974,0.974,2.318,1,2,1.114,1.114,2.189,1,3,0.987,0.987,2.313,1,60,1,1,1,1,1,1,sasso,,,,,sasso,,,forbice,sasso,,,forbice,,,,sasso,,,,sasso,sasso,,,,sasso,,,,carta
