,StartDate_t2,EndDate_t2,Status_t2,IPAddress_t2,Progress_t2,Duration_t2,Finished_t2,RecordedDate_t2,ResponseId_t2,LocationLatitude_t2,LocationLongitude_t2,UserLanguage_t2,participantID,morra1_t2,morra1_First_Click_t2,morra2_t2,morra2_First_Click_t2,morra3_t2,morra3_First_Click_t2,morra4_t2,morra4_First_Click_t2,morra5_t2,morra5_First_Click_t2,morra6_t2,morra6_First_Click_t2,morra7_t2,morra7_First_Click_t2,morra8_t2,morra8_First_Click_t2,morra9_t2,morra9_First_Click_t2,morra10_t2,morra10_First_Click_t2,morraRandom_t2,morraModificato_t2,moneta1_t2,moneta2_t2,moneta3_t2,moneta4_t2,moneta5_t2,monetaRandom_t2,quadroBello1_t2,quadroFamiliare1_t2,quadroCasuale1_t2,quadroPattern1_t2,quadroBello2_t2,quadroFamiliare2_t2,quadroCasuale2_t2,quadroPattern2_t2,quadroBello3_t2,quadroFamiliare3_t2,quadroCasuale3_t2,quadroPattern3_t2,paranoia1_t2,paranoia2_t2,paranoia3_t2,paranoia4_t2,paranoia5_t2,conspiracy1_t2,conspiracy2_t2,conspiracy3_t2,conspiracy4_t2,conspiracy5_t2,conspiracy6_t2,conspiracy7_t2,conspiracy8_t2,conspiracy9_t2,conspiracy10_t2,conspiracy11_t2,conspiracy12_t2,conspiracy13_t2,conspiracy14_t2,conspiracy15_t2,genere_t2,eta_t2,orientamento_t2,morraRisp1_t2,morraRisp2_t2,morraRisp3_t2,morraRisp4_t2,morraRisp5_t2,morraRisp6_t2,morraRisp7_t2,morraRisp8_t2,morraRisp9_t2,morraRisp10_t2,StartDate_t1,EndDate_t1,Status_t1,IPAddress_t1,Progress_t1,Duration_t1,Finished_t1,RecordedDate_t1,ResponseId_t1,LocationLatitude_t1,LocationLongitude_t1,UserLanguage_t1,consens_t1,morra1_t1,morra1_First_Click_t1,morra2_t1,morra2_First_Click_t1,morra3_t1,morra3_First_Click_t1,morra4_t1,morra4_First_Click_t1,morra5_t1,morra5_First_Click_t1,morra6_t1,morra6_First_Click_t1,morra7_t1,morra7_First_Click_t1,morra8_t1,morra8_First_Click_t1,morra9_t1,morra9_First_Click_t1,morra10_t1,morra10_First_Click_t1,morraRandom_t1,moneta1_t1,moneta2_t1,moneta3_t1,moneta4_t1,moneta5_t1,monetaRandom_t1,morraRisp1_t1,morraRisp2_t1,morraRisp3_t1,morraRisp4_t1,morraRisp5_t1,morraRisp6_t1,morraRisp7_t1,morraRisp8_t1,morraRisp9_t1,morraRisp10_t1,morraScore1_t1,morraScore2_t1,morraScore3_t1,morraScore4_t1,morraScore5_t1,morraScore6_t1,morraScore7_t1,morraScore8_t1,morraScore9_t1,morraScore10_t1,morraScore1_t2,morraScore2_t2,morraScore3_t2,morraScore4_t2,morraScore5_t2,morraScore6_t2,morraScore7_t2,morraScore8_t2,morraScore9_t2,morraScore10_t2,morraScoreTot_t1,morraScoreTot_t2,course
26,2021-04-12 12:06:46,2021-04-12 12:14:52,IP Address,5.102.13.250,100,485,True,2021-04-12 12:14:52,R_2XoOHdi2ygqymf8,45.3415069580078,11.0014953613281,EN,ofad1712,Sasso,1.739,Carta,0.929,Forbice,0.958,Sasso,1.119,Carta,0.743,Forbice,1.199,Sasso,1.092,Carta,0.95,Sasso,0.855,Forbice,0.943,50,,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza bello,Del tutto,Molto,Per niente,Nè bello nè brutto,Per niente,Abbastanza,Poco,Abbastanza bello,Molto,Molto,Poco,Poco,Poco,Abbastanza,Poco,Per nulla,5,,,,5,1,,,,2,2,,,3,3,F,25,25,forbice,sasso,forbice,forbice,sasso,carta,sasso,sasso,carta,carta,2021-04-12 10:32:36,2021-04-12 10:39:54,IP Address,5.102.13.250,100,438,True,2021-04-12 10:39:54,R_3IPMrx4KgXnlWUx,45.3415069580078,11.0014953613281,EN,Acconsento,Sasso,4.916,Carta,1.634,Sasso,0.852,Forbice,1.198,Carta,1.147,Sasso,3.52,Carta,2.647,Forbice,11.196,Sasso,0.98,Carta,0.897,62,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,sasso,carta,sasso,forbice,sasso,carta,sasso,carta,forbice,sasso,0.1,0.1,0.1,0.1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,0.0,1.0,5.4,7.199999999999999,psycho
27,2021-04-12 12:02:38,2021-04-12 12:16:17,IP Address,93.45.94.19,100,818,True,2021-04-12 12:16:17,R_2CUulAGFj3QkSsj,45.4096069335938,11.8946990966797,EN,Marta1,Carta,4.002,Forbice,1.901,Sasso,3.301,Carta,2.201,Forbice,1.301,Sasso,0.601,Carta,0.501,Forbice,0.502,Sasso,0.801,Carta,1.201,80,76,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Abbastanza bello,Molto,Abbastanza,Poco,Nè bello nè brutto,Abbastanza,Poco,Abbastanza,Bello,Abbastanza,Abbastanza,Pochissimo,Abbastanza,Poco,Poco,Poco,Poco,3,2,1,1,3,2,7,1,,,5,8,1,3,6,F,23,38,sasso,forbice,sasso,sasso,carta,forbice,forbice,sasso,sasso,forbice,2021-04-12 10:32:46,2021-04-12 10:37:43,IP Address,93.45.94.19,100,296,True,2021-04-12 10:37:43,R_1pYefjagHUcDXTV,45.4096069335938,11.8946990966797,EN,Acconsento,Sasso,57.58,Forbice,7.599,Carta,8.626,Forbice,6.696,Sasso,0.501,Forbice,2.474,Carta,0.472,Sasso,1.499,Forbice,0.536,Carta,1.088,99,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,forbice,carta,carta,sasso,carta,sasso,forbice,sasso,carta,carta,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.1,1.0,0.1,1.0,0.1,0.1,1.0,1.0,1.0,0.0,0.0,0.1,0.0,3.3000000000000003,4.3,psycho
28,2021-04-15 10:57:37,2021-04-15 11:02:59,IP Address,5.170.212.171,100,322,True,2021-04-15 11:02:59,R_2EoftumckSOKt74,45.4096069335938,11.8946990966797,EN,dame1709,Carta,1.982,Forbice,0.933,Carta,0.616,Sasso,0.523,Carta,0.586,Forbice,1.151,Sasso,0.616,Sasso,0.63,Carta,0.713,Forbice,0.536,90,60,Abbastanza casuali,Molto casuali,Nè casuali nè predeterminati,Abbastanza casuali,Molto casuali,Molto casuali,Nè bello nè brutto,Moltissimo,Moltissimo,Pochissimo,Abbastanza brutto,Abbastanza,Abbastanza,Poco,Abbastanza bello,Moltissimo,Moltissimo,Pochissimo,Abbastanza,Per nulla,Poco,Abbastanza,Abbastanza,1,,,,,,,,,2,1,1,,1,5,M,22,31,carta,forbice,carta,forbice,sasso,forbice,sasso,forbice,forbice,carta,2021-04-15 10:27:22,2021-04-15 10:33:14,IP Address,5.170.212.171,100,352,True,2021-04-15 10:33:14,R_1gw5Hq25duSgfRM,45.4096069335938,11.8946990966797,EN,Acconsento,Sasso,2.398,Carta,1.85,Carta,1.446,Forbice,1.113,Sasso,0.658,Forbice,0.889,Carta,0.72,Sasso,0.628,Forbice,1.116,Carta,0.964,50,Molto casuali,Abbastanza casuali,Abbastanza casuali,Molto casuali,Molto casuali,Molto casuali,carta,sasso,carta,forbice,forbice,sasso,sasso,sasso,sasso,sasso,0.0,1.0,0.1,0.1,1.0,0.0,1.0,0.1,0.0,1.0,0.1,0.1,0.1,1.0,1.0,0.1,0.1,1.0,0.0,1.0,4.300000000000001,4.5,ict
29,2021-04-15 11:00:41,2021-04-15 11:03:21,IP Address,79.36.55.145,100,160,True,2021-04-15 11:03:22,R_3JqNK0oUxVEhV9W,45.5431060791016,11.54150390625,EN,anmo2203,Carta,1.771,Sasso,0.571,Forbice,0.631,Carta,0.601,Sasso,0.44,Forbice,0.544,Carta,0.572,Sasso,0.776,Forbice,0.499,Carta,0.648,5,100,Nè casuali nè predeterminati,Nè casuali nè predeterminati,Nè casuali nè predeterminati,Abbastanza predeterminati,Abbastanza predeterminati,Abbastanza predeterminati,Molto brutto,Per niente,Per niente,Poco,Molto brutto,Pochissimo,Poco,Poco,Molto brutto,Per niente,Pochissimo,Pochissimo,Poco,Poco,Per nulla,Poco,Per nulla,,0,,,,,,,,1,,,,,1,M,43,60,sasso,forbice,carta,sasso,forbice,carta,sasso,carta,carta,sasso,2021-04-15 10:30:18,2021-04-15 10:33:03,IP Address,79.36.55.145,100,165,True,2021-04-15 10:33:04,R_WpWxaU6R6lITNhD,45.5431060791016,11.54150390625,EN,Acconsento,Forbice,5.061,Forbice,2.679,Forbice,1.52,Forbice,0.684,Forbice,0.526,Forbice,0.538,Forbice,0.5,Forbice,0.529,Forbice,0.461,Forbice,0.548,8,Abbastanza casuali,Nè casuali nè predeterminati,Abbastanza casuali,Abbastanza casuali,Nè casuali nè predeterminati,Abbastanza casuali,forbice,carta,forbice,sasso,carta,carta,carta,carta,sasso,carta,0.1,1.0,0.1,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.2,9.0,ict
30,2021-04-15 10:57:37,2021-04-15 11:03:28,IP Address,93.45.92.99,100,351,True,2021-04-15 11:03:29,R_2QYQ8FDNIVwwzL6,45.4096069335938,11.8946990966797,EN,vevi1702,Forbice,3.179,Carta,1.377,Carta,0.394,Forbice,0.694,Sasso,1.067,Carta,2.377,Forbice,0.876,Forbice,0.937,Sasso,0.685,Carta,0.735,45,60,Nè casuali nè predeterminati,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Molto casuali,Bello,Poco,Abbastanza,Poco,Abbastanza bello,Poco,Abbastanza,Poco,Bello,Molto,Abbastanza,Poco,Abbastanza,Poco,Poco,Poco,Poco,4,2,,,1,2,,,2,3,2,,,4,6,F,22,23,forbice,carta,carta,carta,carta,sasso,carta,sasso,forbice,forbice,2021-04-15 10:31:33,2021-04-15 10:36:34,IP Address,93.45.92.99,100,300,True,2021-04-15 10:36:35,R_1jZmzWjITrEWiqQ,45.4096069335938,11.8946990966797,EN,Acconsento,Forbice,3.568,Carta,2.679,Carta,13.204,Sasso,2.681,Carta,1.969,Sasso,1.106,Forbice,0.653,Carta,1.016,Carta,2.643,Sasso,0.71,60,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Molto casuali,Abbastanza casuali,Molto casuali,forbice,carta,sasso,carta,sasso,sasso,sasso,forbice,carta,sasso,0.1,0.1,1.0,0.0,1.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.5000000000000004,4.3,ict
31,2021-04-15 10:57:37,2021-04-15 11:03:30,IP Address,151.61.172.51,100,352,True,2021-04-15 11:03:30,R_ZK0k2ZyUffQmw6d,45.9781036376953,12.3054962158203,EN,Emam1208,Carta,13.499,Sasso,0.87,Sasso,0.571,Carta,0.695,Forbice,0.623,Sasso,0.46,Carta,0.58,Sasso,0.637,Forbice,0.529,Carta,0.566,60,41,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza predeterminati,Nè casuali nè predeterminati,Abbastanza brutto,Poco,Per niente,Poco,Brutto,,Per niente,Pochissimo,Abbastanza brutto,Poco,Per niente,Poco,Poco,Per nulla,Per nulla,Per nulla,Poco,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,F,23,22,carta,forbice,sasso,forbice,forbice,carta,sasso,sasso,carta,carta,2021-04-15 10:27:24,2021-04-15 10:31:06,IP Address,151.61.172.51,100,221,True,2021-04-15 10:31:06,R_3Hk6GkEFhSq3Eb6,45.9781036376953,12.3054962158203,EN,Acconsento,Sasso,4.371,Forbice,2.844,Carta,1.043,Sasso,1.344,Carta,1.119,Sasso,0.841,Forbice,1.04,Carta,3.175,Carta,2.068,Forbice,2.639,60,Molto casuali,Abbastanza casuali,Abbastanza predeterminati,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,sasso,forbice,sasso,carta,sasso,sasso,sasso,sasso,carta,carta,0.1,0.1,1.0,0.0,1.0,0.1,0.0,1.0,0.1,1.0,0.1,1.0,0.1,0.0,0.1,0.0,1.0,0.1,1.0,0.1,4.4,3.5000000000000004,ict
32,2021-04-15 10:57:38,2021-04-15 11:03:42,IP Address,95.236.189.122,100,364,True,2021-04-15 11:03:43,R_1eyEe5qj34JfUep,45.4096069335938,11.8946990966797,EN,anvi1007,Forbice,3.556,Carta,1.854,Carta,0.86,Sasso,1.347,Forbice,1.358,Carta,0.907,Sasso,1.558,Carta,0.953,Carta,2.998,Sasso,2.141,50,61,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Abbastanza brutto,Molto,Per niente,Abbastanza,Nè bello nè brutto,Abbastanza,Poco,Abbastanza,Nè bello nè brutto,Abbastanza,Abbastanza,Abbastanza,Poco,Poco,Poco,Per nulla,Per nulla,2,1,1,,,2,2,2,2,3,2,,,,,F,27,49,sasso,forbice,carta,forbice,carta,sasso,carta,sasso,sasso,sasso,2021-04-15 10:27:24,2021-04-15 10:36:00,IP Address,95.236.189.122,100,515,True,2021-04-15 10:36:00,R_33astC9ce6Tep7H,45.4096069335938,11.8946990966797,EN,Acconsento,Carta,1.5,Carta,2.085,Carta,0.625,Forbice,0.896,Sasso,1.33,Forbice,0.93,Forbice,0.79,Sasso,0.534,Carta,0.475,Carta,0.669,10,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,forbice,forbice,forbice,carta,forbice,carta,sasso,carta,forbice,carta,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,1.0,1.0,1.0,0.0,1.0,1.0,0.1,3.1,5.199999999999999,ict
33,2021-04-15 10:57:38,2021-04-15 11:03:43,IP Address,151.95.112.53,100,365,True,2021-04-15 11:03:44,R_DJ3kG5sqzmzjjTX,45.4096069335938,11.8946990966797,EN,mave1610,Forbice,4.305,Sasso,3.157,Sasso,6.225,Carta,0.816,Carta,0.829,Forbice,1.831,Sasso,1.29,Forbice,0.631,Carta,0.448,Carta,0.4,70,80,Nè casuali nè predeterminati,Abbastanza casuali,Nè casuali nè predeterminati,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Brutto,Poco,Poco,Abbastanza,Molto brutto,Per niente,Abbastanza,Poco,Brutto,Abbastanza,Poco,Abbastanza,Poco,Per nulla,Poco,Poco,Abbastanza,3,1,0,0,2,1,0,1,1,1,2,1,8,1,4,M,21,60,carta,carta,sasso,carta,sasso,carta,sasso,sasso,forbice,forbice,2021-04-15 10:30:28,2021-04-15 10:34:16,IP Address,151.95.112.53,100,228,True,2021-04-15 10:34:16,R_27kALXuj45Lp5Sj,45.4096069335938,11.8946990966797,EN,Acconsento,Sasso,2.777,Forbice,1.145,Forbice,1.94,Carta,2.66,Sasso,0.457,Sasso,0.839,Forbice,0.481,Forbice,0.906,Sasso,0.955,Sasso,0.506,100,Molto casuali,Molto casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Completamente casuali,sasso,sasso,carta,carta,carta,sasso,forbice,sasso,sasso,sasso,0.1,0.0,1.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,1.0,0.0,0.1,0.1,1.0,1.0,0.1,0.0,0.0,0.0,1.6000000000000005,3.3000000000000003,ict
34,2021-04-15 10:57:39,2021-04-15 11:04:18,IP Address,109.118.118.250,100,398,True,2021-04-15 11:04:18,R_3j1W8HD1trazaih,44.6535034179688,10.923095703125,EN,nc1980,Sasso,1.501,Sasso,0.748,Sasso,0.956,Sasso,0.977,Sasso,0.7,Sasso,0.801,Sasso,1.166,Sasso,0.813,Sasso,0.92,Sasso,0.908,70,,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Abbastanza brutto,Poco,Molto,Pochissimo,Brutto,Pochissimo,Molto,Pochissimo,Brutto,Pochissimo,Pochissimo,Per niente,Poco,Poco,Abbastanza,Per nulla,Per nulla,8,,1,,,,,1,,6,7,,,4,,M,22,32,forbice,sasso,sasso,carta,forbice,forbice,forbice,sasso,forbice,forbice,2021-04-15 10:27:29,2021-04-15 10:33:30,IP Address,109.118.118.250,100,361,True,2021-04-15 10:33:31,R_1rP0lwqYESrCV0I,44.6535034179688,10.923095703125,EN,Acconsento,Sasso,4.443,Sasso,1.47,Sasso,0.717,Sasso,1.594,Sasso,1.863,Sasso,0.765,Sasso,1.472,Sasso,0.517,Sasso,0.763,Sasso,1.287,100,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,sasso,sasso,sasso,carta,carta,forbice,sasso,carta,carta,carta,0.1,0.1,0.1,0.0,0.0,1.0,0.1,0.0,0.0,0.0,1.0,0.1,0.1,0.0,1.0,1.0,1.0,0.1,1.0,1.0,1.4000000000000001,6.3,ict
35,2021-04-15 10:57:38,2021-04-15 11:04:26,IP Address,31.27.180.136,100,408,True,2021-04-15 11:04:27,R_26m7yii0jmgKLS4,45.7203979492188,12.4622955322266,EN,gimo0912,Sasso,1.604,Carta,1.756,Sasso,0.883,Forbice,0.81,Carta,0.976,Forbice,1.087,Sasso,0.836,Forbice,0.861,Sasso,1.288,Carta,0.92,6,100,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Nè bello nè brutto,Abbastanza,Poco,Pochissimo,Abbastanza brutto,Per niente,Poco,Abbastanza,Nè bello nè brutto,Pochissimo,Pochissimo,Abbastanza,Poco,Per nulla,Per nulla,Poco,Poco,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,M,21,35,sasso,carta,carta,carta,sasso,forbice,sasso,forbice,carta,sasso,2021-04-15 10:31:27,2021-04-15 10:38:39,IP Address,31.27.180.136,100,432,True,2021-04-15 10:38:40,R_3plEeWbWmX6QQmD,45.7203979492188,12.4622955322266,EN,Acconsento,Sasso,4.723,Forbice,4.07,Carta,1.409,Forbice,2.288,Carta,3.232,Sasso,5.624,Carta,5.861,Forbice,3.726,Carta,0.971,Sasso,2.734,82,Abbastanza casuali,Molto casuali,Molto casuali,Molto casuali,Molto casuali,Completamente casuali,forbice,carta,forbice,carta,sasso,forbice,carta,sasso,carta,forbice,1.0,1.0,0.0,1.0,1.0,1.0,0.1,0.0,0.1,1.0,0.1,0.1,0.0,1.0,1.0,0.1,0.1,0.1,0.0,1.0,6.199999999999999,3.5000000000000004,ict
36,2021-04-15 10:57:39,2021-04-15 11:04:38,IP Address,93.35.182.16,100,419,True,2021-04-15 11:04:39,R_C39bzgQBpUCOFlD,38.1298980712891,13.3276062011719,EN,dcpa0712,Carta,6.102,Sasso,5.56,Carta,2.852,Sasso,4.236,Carta,2.005,Carta,0.986,Forbice,1.098,Forbice,0.993,Forbice,0.921,Forbice,0.872,71,20,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Bello,Molto,Poco,Pochissimo,Abbastanza brutto,Poco,Molto,Pochissimo,Molto bello,Molto,Molto,Pochissimo,Abbastanza,Poco,Poco,Abbastanza,Abbastanza,10,,,,,,,,1,3,,,,,3,M,21,16,sasso,forbice,sasso,sasso,sasso,sasso,sasso,forbice,sasso,carta,2021-04-15 10:28:40,2021-04-15 10:34:18,IP Address,93.35.182.16,100,338,True,2021-04-15 10:34:19,R_3mgxkNFm0VAsBdg,38.1298980712891,13.3276062011719,EN,Acconsento,Forbice,7.798,Forbice,1.666,Forbice,1.785,Carta,3.675,Sasso,3.417,Carta,3.627,Forbice,3.525,Forbice,1.581,Forbice,1.337,Carta,1.774,60,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,sasso,forbice,forbice,sasso,forbice,sasso,sasso,sasso,carta,carta,0.0,0.1,0.1,1.0,1.0,1.0,0.0,0.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,0.0,0.1,0.0,1.0,4.3,6.199999999999999,ict
37,2021-04-15 10:57:36,2021-04-15 11:04:39,IP Address,62.170.205.70,100,423,True,2021-04-15 11:04:40,R_03f0QqpntpvZ2Eh,45.6139984130859,9.19760131835938,EN,datr2109,Sasso,1.029,Carta,0.749,Forbice,0.574,Carta,0.542,Forbice,0.823,Carta,1.164,Carta,0.482,Forbice,14.362,Sasso,0.739,Carta,0.734,10,20,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza predeterminati,Abbastanza bello,Abbastanza,Poco,Poco,Abbastanza brutto,Poco,Abbastanza,Pochissimo,Bello,Molto,Abbastanza,Poco,Abbastanza,Poco,Molto,Poco,Per nulla,3,1,,,,,,,,1,3,,,,,M,24,30,carta,forbice,carta,sasso,sasso,sasso,sasso,carta,carta,carta,2021-04-15 10:27:26,2021-04-15 10:32:02,IP Address,62.170.205.70,100,275,True,2021-04-15 10:32:02,R_2f2IYS13yFkq5TX,45.6139984130859,9.19760131835938,EN,Acconsento,Carta,9.961,Sasso,3.713,Sasso,4.423,Forbice,1.609,Carta,1.105,Carta,5.693,Sasso,1.995,Forbice,1.664,Carta,0.681,Carta,0.889,20,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza predeterminati,sasso,forbice,sasso,carta,sasso,sasso,carta,sasso,carta,forbice,1.0,1.0,0.1,1.0,1.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1,5.199999999999999,5.1,ict
38,2021-04-15 10:57:38,2021-04-15 11:04:41,IP Address,151.95.123.87,100,422,True,2021-04-15 11:04:41,R_9NAPznXP365g18J,45.4096069335938,11.8946990966797,EN,lupd0101,Sasso,1.644,Sasso,0.829,Forbice,1.552,Forbice,1.41,Forbice,1.512,Forbice,0.802,Forbice,0.662,Forbice,0.715,Forbice,0.817,Forbice,1.207,50,50,Abbastanza predeterminati,Molto casuali,Molto predeterminati,Abbastanza casuali,Molto casuali,Nè casuali nè predeterminati,Abbastanza brutto,Poco,Abbastanza,Abbastanza,Brutto,Pochissimo,Abbastanza,Abbastanza,Nè bello nè brutto,Abbastanza,Poco,Abbastanza,Poco,Per nulla,Per nulla,Per nulla,Per nulla,0,,,,,,,,,,,,,,,M,25,10,carta,sasso,forbice,sasso,carta,carta,forbice,forbice,carta,forbice,2021-04-15 10:29:31,2021-04-15 10:33:57,IP Address,151.95.123.87,100,265,True,2021-04-15 10:33:57,R_1eCqNDs7mDCwPn2,45.4096069335938,11.8946990966797,EN,Acconsento,Sasso,2.652,Forbice,4.335,Forbice,3.057,Sasso,1.708,Forbice,1.729,Forbice,1.718,Sasso,2.467,Forbice,2.137,Forbice,1.93,Forbice,0.747,100,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,sasso,carta,carta,sasso,carta,sasso,carta,forbice,carta,carta,0.1,1.0,1.0,0.1,1.0,0.0,0.0,0.1,1.0,1.0,0.0,0.1,0.1,0.0,1.0,1.0,0.1,0.1,1.0,0.1,5.300000000000001,3.5000000000000004,ict
39,2021-04-15 10:57:53,2021-04-15 11:04:42,IP Address,95.232.254.212,100,408,True,2021-04-15 11:04:42,R_1IGecYk0XzP8umM,45.6618041992188,12.2427978515625,EN,matr1410,Forbice,9.801,Forbice,1.668,Forbice,1.085,Forbice,0.758,Forbice,0.582,Forbice,0.702,Forbice,0.546,Carta,0.902,Carta,0.619,Sasso,0.338,30,70,Abbastanza casuali,Molto casuali,Completamente casuali,Nè casuali nè predeterminati,Nè casuali nè predeterminati,Molto casuali,Nè bello nè brutto,Poco,Abbastanza,Abbastanza,Nè bello nè brutto,Poco,Molto,Poco,Nè bello nè brutto,Poco,Moltissimo,Pochissimo,Poco,Per nulla,Per nulla,Per nulla,Poco,4,,0,,,,,,2,,2,,,,,M,23,33,forbice,carta,forbice,forbice,forbice,sasso,sasso,carta,carta,sasso,2021-04-15 10:28:58,2021-04-15 10:35:30,IP Address,95.232.254.212,100,391,True,2021-04-15 10:35:30,R_3fHUtVZ6afMQezT,45.6618041992188,12.2427978515625,EN,Acconsento,Carta,8.009,Sasso,10.63,Forbice,9.977,Carta,6.358,Carta,7.524,Sasso,2.005,Forbice,4.349,Carta,2.574,Forbice,2.365,Sasso,2.263,30,Completamente casuali,Abbastanza casuali,Abbastanza predeterminati,Molto casuali,Molto casuali,Abbastanza predeterminati,sasso,sasso,forbice,carta,sasso,forbice,carta,sasso,carta,sasso,1.0,0.1,0.1,0.1,1.0,1.0,1.0,1.0,1.0,0.1,0.1,1.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,6.4,1.7000000000000006,ict
40,2021-04-15 10:57:43,2021-04-15 11:04:58,IP Address,176.206.187.174,100,435,True,2021-04-15 11:04:58,R_22CYBAmVz6Ng5da,45.4096069335938,11.8946990966797,EN,Site2507,Carta,1.657,Forbice,0.334,Sasso,0.443,Sasso,0.712,Forbice,0.108,Carta,0.763,Sasso,0.41,Carta,1.182,Forbice,0.531,Carta,0.398,70,100,Abbastanza predeterminati,Abbastanza predeterminati,Molto predeterminati,Abbastanza casuali,Abbastanza casuali,Nè casuali nè predeterminati,Bello,Poco,Moltissimo,Pochissimo,Brutto,Poco,Poco,Abbastanza,Bello,Abbastanza,Moltissimo,Pochissimo,Poco,Abbastanza,Poco,Poco,Poco,1,2,,2,,,4,,,5,7,4,,1,8,M,21,79,forbice,sasso,carta,carta,carta,sasso,forbice,forbice,carta,sasso,2021-04-15 10:27:28,2021-04-15 10:31:56,IP Address,176.206.187.174,100,268,True,2021-04-15 10:31:56,R_33kesbMhxK3pl1V,45.4096069335938,11.8946990966797,EN,Acconsento,Sasso,3.513,Sasso,6.175,Sasso,2.804,Sasso,3.699,Sasso,1.225,Sasso,0.927,Forbice,1.493,Forbice,3.083,Carta,1.318,Carta,0.564,40,Abbastanza casuali,Completamente casuali,Abbastanza casuali,Nè casuali nè predeterminati,Abbastanza predeterminati,Abbastanza casuali,forbice,carta,forbice,carta,carta,carta,sasso,carta,carta,forbice,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.1,5.0,ict
