StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q125,Q126_First Click,Q126_Last Click,Q126_Page Submit,Q126_Click Count,Q4,Q61_First Click,Q61_Last Click,Q61_Page Submit,Q61_Click Count,Q145,Q146_First Click,Q146_Last Click,Q146_Page Submit,Q146_Click Count,Q156,Q157_First Click,Q157_Last Click,Q157_Page Submit,Q157_Click Count,Q167,Q168_First Click,Q168_Last Click,Q168_Page Submit,Q168_Click Count,Q178,Q179_First Click,Q179_Last Click,Q179_Page Submit,Q179_Click Count,Q225,Q226_First Click,Q226_Last Click,Q226_Page Submit,Q226_Click Count,Q227,Q228_First Click,Q228_Last Click,Q228_Page Submit,Q228_Click Count,Q229,Q230_First Click,Q230_Last Click,Q230_Page Submit,Q230_Click Count,Q231,Q232_First Click,Q232_Last Click,Q232_Page Submit,Q232_Click Count,Q5_1,Q6_1,Q227,Q229,Q231,Q233,Q235,Q237,Q104,Q47,Q48,Q132,Q105,Q127,Q128,Q133,Q52,Q129,Q130,Q134,Q92,Q97,Q98,Q99,Q100,Q8_1,Q62_1,Q63_1,Q64_1,Q83_1,Q66_1,Q67_1,Q68_1,Q69_1,Q74_1,Q75_1,Q76_1,Q77_1,Q80_1,Q81_1,Q91,Q38,Q40_1,Carta1_DO_sasso,Carta1_DO_forbice,Carta1_DO_carta,Forbice1_DO_carta,Forbice1_DO_forbice,Forbice1_DO_sasso,Sasso1_DO_forbice,Sasso1_DO_sasso,Sasso1_DO_carta,Forbice2_DO_carta,Forbice2_DO_forbice,Forbice2_DO_sasso,Carta2_DO_carta,Carta2_DO_sasso,Carta2_DO_forbice,Sasso2_DO_sasso,Sasso2_DO_carta,Sasso2_DO_forbice,Forbice3_DO_forbice,Forbice3_DO_sasso,Forbice3_DO_carta,Carta3_DO_forbice,Carta3_DO_carta,Carta3_DO_sasso,Sasso3_DO_sasso,Sasso3_DO_carta,Sasso3_DO_forbice,Forbice4_DO_carta,Forbice4_DO_forbice,Forbice4_DO_sasso,Carta4_DO_forbice,Carta4_DO_carta,Carta4_DO_sasso,Sasso4_DO_sasso,Sasso4_DO_carta,Sasso4_DO_forbice,Forbice5_DO_sasso,Forbice5_DO_carta,Forbice5_DO_forbice,Carta5_DO_forbice,Carta5_DO_carta,Carta5_DO_sasso,Sasso5_DO_sasso,Sasso5_DO_carta,Sasso5_DO_forbice,Sasso6_DO_sasso,Sasso6_DO_carta,Sasso6_DO_forbice,Carta6_DO_forbice,Carta6_DO_carta,Carta6_DO_sasso,Forbice6_DO_forbice,Forbice6_DO_sasso,Forbice6_DO_carta,Sasso7_DO_sasso,Sasso7_DO_carta,Sasso7_DO_forbice,Carta7_DO_forbice,Carta7_DO_carta,Carta7_DO_sasso,Forbice7_DO_sasso,Forbice7_DO_carta,Forbice7_DO_forbice,Sasso8_DO_forbice,Sasso8_DO_sasso,Sasso8_DO_carta,Carta8_DO_carta,Carta8_DO_sasso,Carta8_DO_forbice,Forbice8_DO_carta,Forbice8_DO_forbice,Forbice8_DO_sasso,Carta9_DO_forbice,Carta9_DO_carta,Carta9_DO_sasso,Sasso9_DO_forbice,Sasso9_DO_sasso,Sasso9_DO_carta,Forbice9_DO_forbice,Forbice9_DO_sasso,Forbice9_DO_Q209,Sasso10_DO_forbice,Sasso10_DO_sasso,Sasso10_DO_carta,Carta10_DO_sasso,Carta10_DO_forbice,Carta10_DO_carta,Forbice10_DO_forbice,Forbice10_DO_sasso,Forbice10_DO_carta
2021-04-12 12:03:29,2021-04-12 12:12:15,IP Address,37.161.136.52,100,525,True,2021-04-12 12:12:15,R_11Zma03oAx5PxfX,,,,,43.1479034423828,12.1096954345703,anonymous,EN,ARON0604,Sasso,4.002,4.002,4.851,1,Carta,13.17,13.17,13.852,1,Forbice,6.481,6.481,6.99,1,Carta,1.778,1.778,2.389,1,Forbice,1.627,1.627,2.066,1,Carta,0.55,1.018,1.98,2,Sasso,5.077,5.542,6.522,2,Carta,2.624,2.624,3.101,1,Forbice,1.647,1.647,2.699,1,Carta,2.215,2.215,3.694,1,35,75,Molto casuali,Completamente casuali,Molto casuali,Completamente casuali,Completamente casuali,Completamente casuali,Bello,Abbastanza,Poco,Molto,Abbastanza brutto,Poco,Abbastanza,Poco,Molto bello,Molto,Poco,Poco,Poco,Per nulla,Poco,Poco,Poco,3,,,,3,4,,,2,5,7,,,,4,Uomo,25,20,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,
2021-04-12 12:03:12,2021-04-12 12:12:41,IP Address,37.77.123.96,100,569,True,2021-04-12 12:12:42,R_3TSkrdzVPnFm20F,,,,,43.1479034423828,12.1096954345703,anonymous,EN,arbo0805,Forbice,1.632,1.632,4.501,1,Sasso,1.989,1.989,3.115,1,Carta,0.972,4.884,6.131,3,Sasso,1.477,1.477,2.732,1,Forbice,0.868,2.042,2.842,2,Sasso,4.816,4.816,6.092,1,Forbice,0.796,0.796,1.993,1,Carta,0.826,2.033,2.993,2,Forbice,0.672,1.795,2.401,2,Forbice,1.432,1.432,2.67,1,30,10,Abbastanza predeterminati,Abbastanza casuali,Abbastanza casuali,Molto casuali,Abbastanza predeterminati,Molto casuali,Bello,Moltissimo,Poco,Pochissimo,Nè bello nè brutto,Abbastanza,Abbastanza,Pochissimo,Molto bello,Molto,Moltissimo,Per niente,Abbastanza,Per nulla,Abbastanza,Poco,Per nulla,1,0,0,0,0,1,1,0,0,0,2,,,,,femmina,24,50,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,
2021-04-12 12:02:46,2021-04-12 12:12:54,IP Address,79.44.213.141,100,608,True,2021-04-12 12:12:55,R_1otlTn551fH44DE,,,,,45.5431060791016,11.54150390625,anonymous,EN,read2307,Carta,25.111,27.564,28.617,2,Forbice,7.375,7.375,10.172,1,Forbice,7.533,9.994,10.96,2,Carta,0.7,0.7,1.401,1,Forbice,4.385,4.385,5.603,1,Forbice,5.677,5.677,6.739,1,Sasso,11.344,17.779,19.016,3,Carta,1.74,4.656,5.496,3,Forbice,1.057,1.057,1.88,1,Sasso,3.493,3.493,6.298,1,80,50,Nè casuali nè predeterminati,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Nè bello nè brutto,Del tutto,Moltissimo,Pochissimo,Nè bello nè brutto,Del tutto,Moltissimo,Pochissimo,Abbastanza bello,Del tutto,Moltissimo,Pochissimo,Poco,Per nulla,Poco,Poco,Poco,1,,,,,1,,,,,,,,,,Femmina,24,13,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,
2021-04-12 12:02:34,2021-04-12 12:13:02,IP Address,93.34.225.141,100,628,True,2021-04-12 12:13:03,R_3nDfqRBjdVi3uXr,,,,,45.4096069335938,11.8946990966797,anonymous,EN,ores2706,Forbice,8.628,8.628,10.19,1,Sasso,5.939,5.939,7.068,1,Forbice,6.388,6.388,7.222,1,Carta,5.88,5.88,6.936,1,Forbice,5.209,5.209,6.038,1,Sasso,9.17,9.17,9.971,1,Forbice,3.878,3.878,4.511,1,Carta,5.154,5.154,5.932,1,Sasso,2.894,2.894,3.61,1,Forbice,3.193,3.193,3.945,1,0,80,Molto casuali,Molto casuali,Molto casuali,Molto casuali,Molto casuali,Molto casuali,Abbastanza brutto,Pochissimo,Poco,Poco,Brutto,Pochissimo,Poco,Abbastanza,Abbastanza brutto,Abbastanza,Poco,Abbastanza,Abbastanza,Poco,Poco,Poco,Poco,9,2,1,2,2,3,1,3,4,2,4,1,1,2,7,M,25,44,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1
2021-04-12 12:02:41,2021-04-12 12:13:11,IP Address,93.51.172.34,100,629,True,2021-04-12 12:13:11,R_1q3vn7voEGbq0Zf,,,,,45.4096069335938,11.8946990966797,anonymous,EN,miub2907,Carta,1.509,1.509,3.326,1,Carta,7.184,7.184,9.098,1,Sasso,13.122,13.122,14.419,1,Forbice,8.491,8.491,9.831,1,Carta,6.949,6.949,10.001,1,Forbice,7.848,7.848,9.166,1,Forbice,1.339,1.339,2.379,1,Forbice,1.287,1.287,2.376,1,Forbice,0.928,0.928,1.997,1,Forbice,1.517,1.517,5.792,1,40,,Completamente predeterminati,Molto predeterminati,Completamente casuali,Abbastanza predeterminati,Nè casuali nè predeterminati,Molto predeterminati,Nè bello nè brutto,Abbastanza,Molto,Poco,Brutto,Abbastanza,Abbastanza,Abbastanza,Abbastanza bello,Molto,Molto,Pochissimo,Abbastanza,Poco,Per nulla,Poco,Poco,3,3,,2,,2,,,,4,7,1,,,3,Femmina,22,46,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,
2021-04-12 12:03:04,2021-04-12 12:13:28,IP Address,82.54.242.195,100,624,True,2021-04-12 12:13:28,R_3PdDbbeZbpL8c1C,,,,,45.4311981201172,12.3381958007813,anonymous,EN,teen1203,Carta,5.367,5.367,8.044,1,Sasso,5.35,5.35,6.495,1,Forbice,0.643,0.643,2.151,1,Forbice,1.924,1.924,4.664,1,Sasso,1.628,2.675,3.522,2,Carta,1.352,1.352,2.285,1,Sasso,0.469,0.469,1.311,1,Forbice,0.401,0.401,1.269,1,Forbice,1.645,3.637,4.648,4,Forbice,2.502,2.502,3.57,1,100,50,Abbastanza casuali,Completamente casuali,Abbastanza casuali,Completamente casuali,Completamente casuali,Completamente casuali,Nè bello nè brutto,Del tutto,Del tutto,Per niente,Brutto,,Molto,Abbastanza,Molto bello,Moltissimo,Del tutto,Per niente,Poco,Per nulla,Abbastanza,Poco,Poco,4,,,,,4,,,,,3,,,2,0,Maschio,25,25,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,1
2021-04-12 12:02:30,2021-04-12 12:14:13,IP Address,87.8.9.44,100,703,True,2021-04-12 12:14:13,R_8doSzX9Poo6EMxj,,,,,45.6618041992188,12.2427978515625,anonymous,EN,ioir1403,Sasso,4.931,4.931,5.858,1,Sasso,0.499,0.499,1.386,1,Sasso,0.506,0.506,1.436,1,Sasso,0.61,0.61,1.44,1,Sasso,0.393,0.393,1.211,1,Sasso,0.488,0.488,1.427,1,Sasso,0.711,0.711,1.675,1,Sasso,0.423,0.423,1.218,1,Carta,0.567,0.567,1.419,1,Forbice,0.607,0.607,1.337,1,50,42,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Bello,Moltissimo,Poco,Pochissimo,Nè bello nè brutto,Poco,Abbastanza,Abbastanza,Bello,Abbastanza,Poco,Poco,Abbastanza,Poco,Poco,Poco,Poco,0,1,0,0,0,1,1,0,0,0,2,0,0,0,4,f,24,11,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,
2021-04-12 12:04:29,2021-04-12 12:14:25,IP Address,93.70.83.62,100,596,True,2021-04-12 12:14:26,R_2EBtl0pzCa7Lyjv,,,,,45.4317016601563,10.9859008789063,anonymous,EN,giacomo6,Carta,3.097,3.097,4.047,1,Sasso,0.655,0.655,1.462,1,Forbice,0.576,0.576,1.387,1,Carta,2.308,3.404,4.243,2,Sasso,0.477,0.477,1.207,1,Forbice,0.614,0.614,1.455,1,Carta,0.556,1.372,2.246,2,Sasso,0.559,0.559,1.254,1,Forbice,0.574,0.574,1.353,1,Carta,1.11,1.11,2.243,1,0,100,Completamente predeterminati,Completamente predeterminati,Completamente predeterminati,Completamente predeterminati,Completamente predeterminati,Completamente predeterminati,Molto bello,Del tutto,Abbastanza,Abbastanza,Abbastanza bello,Poco,Abbastanza,Abbastanza,Molto bello,Abbastanza,Abbastanza,Abbastanza,Poco,Poco,Abbastanza,Abbastanza,Poco,4,4,0,0,0,0,2,4,0,7,4,4,0,8,8,Uomo,24,65,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,
2021-04-12 12:06:46,2021-04-12 12:14:52,IP Address,5.102.13.250,100,485,True,2021-04-12 12:14:52,R_2XoOHdi2ygqymf8,,,,,45.3415069580078,11.0014953613281,anonymous,EN,ofad1712,Sasso,1.739,1.739,3.077,1,Carta,0.929,0.929,2.063,1,Forbice,0.958,0.958,2.224,1,Sasso,1.119,1.119,2.228,1,Carta,0.743,0.743,2.009,1,Forbice,1.199,1.199,2.444,1,Sasso,1.092,1.092,2.318,1,Carta,0.95,0.95,2.048,1,Sasso,0.855,0.855,2.326,1,Forbice,0.943,0.943,2.141,1,50,,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza bello,Del tutto,Molto,Per niente,Nè bello nè brutto,Per niente,Abbastanza,Poco,Abbastanza bello,Molto,Molto,Poco,Poco,Poco,Abbastanza,Poco,Per nulla,5,,,,5,1,,,,2,2,,,3,3,F,25,25,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1
2021-04-12 12:02:59,2021-04-12 12:16:13,IP Address,109.52.206.195,100,794,True,2021-04-12 12:16:13,R_1ovtpn0TbmupSWy,,,,,43.1479034423828,12.1096954345703,anonymous,EN,lero2004,Carta,11.511,11.511,13.346,1,Sasso,15.977,15.977,17.971,1,Sasso,2.803,2.803,4.412,1,Forbice,1.451,1.451,2.702,1,Carta,1.675,1.675,3.135,1,Carta,2.963,2.963,4.313,1,Forbice,1.397,1.397,2.515,1,Sasso,0.983,0.983,2.321,1,Carta,1.482,1.482,2.918,1,Sasso,1.009,1.009,2.324,1,71,50,Nè casuali nè predeterminati,Completamente casuali,Completamente casuali,Nè casuali nè predeterminati,Nè casuali nè predeterminati,Abbastanza casuali,Abbastanza brutto,Pochissimo,Molto,Molto,Brutto,Per niente,Moltissimo,Per niente,Nè bello nè brutto,Poco,Abbastanza,Poco,Per nulla,Per nulla,Per nulla,Poco,Per nulla,1,3,,1,3,1,,,2,3,3,,,2,2,femminile,22,7,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,
2021-04-12 12:02:38,2021-04-12 12:16:17,IP Address,93.45.94.19,100,818,True,2021-04-12 12:16:17,R_2CUulAGFj3QkSsj,,,,,45.4096069335938,11.8946990966797,anonymous,EN,Marta1,Carta,4.002,4.002,5.06,1,Forbice,1.901,1.901,2.759,1,Sasso,3.301,3.301,4.498,1,Carta,2.201,2.201,3.26,1,Forbice,1.301,1.301,5.586,1,Sasso,0.601,0.601,1.729,1,Carta,0.501,0.501,1.346,1,Forbice,0.502,0.502,1.014,1,Sasso,0.801,0.801,1.72,1,Carta,1.201,1.201,2.011,1,80,76,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Abbastanza bello,Molto,Abbastanza,Poco,Nè bello nè brutto,Abbastanza,Poco,Abbastanza,Bello,Abbastanza,Abbastanza,Pochissimo,Abbastanza,Poco,Poco,Poco,Poco,3,2,1,1,3,2,7,1,,,5,8,1,3,6,Femminile,23,38,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,
2021-04-12 12:18:25,2021-04-12 12:25:52,IP Address,151.38.131.111,100,447,True,2021-04-12 12:25:53,R_2VezMpH6SagCEr1,,,,,45.5050048828125,9.21989440917969,anonymous,EN,Abre2705,Sasso,2.068,2.068,2.934,1,Sasso,1.035,1.035,1.576,1,Sasso,0.995,0.995,1.576,1,Sasso,0.846,0.846,1.444,1,Sasso,0.597,0.597,1.254,1,Sasso,0.528,0.528,1.052,1,Carta,1.773,1.773,2.101,1,Carta,1.558,1.558,2.024,1,Carta,0.868,0.868,1.283,1,Sasso,0.454,0.454,0.922,1,20,70,Molto predeterminati,Nè casuali nè predeterminati,Molto predeterminati,Molto casuali,Nè casuali nè predeterminati,Abbastanza predeterminati,Abbastanza brutto,Poco,Poco,Molto,Abbastanza brutto,Poco,Poco,Abbastanza,Abbastanza brutto,Abbastanza,Poco,Abbastanza,Poco,Poco,Poco,Poco,Poco,6,3,1,5,6,6,1,2,2,2,5,3,2,4,7,Maschio,22,52,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,
2021-04-12 13:56:25,2021-04-12 14:05:43,IP Address,93.41.44.172,100,558,True,2021-04-12 14:05:44,R_pJGgom8cy77I9Q5,,,,,45.5386047363281,10.2106018066406,anonymous,EN,arra1303,Sasso,4.037,4.037,4.565,1,Sasso,2.625,2.625,3.21,1,Sasso,1.638,1.638,2.096,1,Carta,1.498,1.498,1.949,1,Forbice,1.901,1.901,2.432,1,Carta,1.978,1.978,2.462,1,Forbice,3.901,3.901,4.471,1,Sasso,1.872,1.872,2.261,1,Sasso,5.676,5.676,6.147,1,Forbice,2.81,2.81,3.318,1,40,10,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Bello,Molto,Moltissimo,Pochissimo,Brutto,Pochissimo,Moltissimo,Pochissimo,Molto bello,Abbastanza,Del tutto,Per niente,Poco,Per nulla,Per nulla,Per nulla,Per nulla,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,F,25,24,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1
2021-04-15 10:57:36,2021-04-15 11:02:45,IP Address,79.49.18.203,100,308,True,2021-04-15 11:02:46,R_2P88nHu215LyaNw,,,,,45.4129943847656,11.8805999755859,anonymous,EN,anbu99,Sasso,1.634,1.634,2.665,1,Carta,4.039,4.039,5.005,1,Forbice,0.478,0.478,1.176,1,Forbice,0.536,0.536,1.083,1,Forbice,0.442,0.442,0.929,1,Sasso,0.458,0.458,1.004,1,Carta,0.492,0.492,1.164,1,Forbice,0.57,0.57,1.139,1,Sasso,0.364,0.364,1.014,1,Forbice,0.296,0.296,1.162,1,100,0,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Abbastanza bello,Abbastanza,Per niente,Per niente,Abbastanza bello,Poco,Per niente,Per niente,Abbastanza bello,Poco,Per niente,Per niente,Abbastanza,Poco,Poco,Poco,Poco,2,,10,,,,2,10,,,3,,10,0,,Maschio,22,45,,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1
2021-04-15 10:57:37,2021-04-15 11:02:59,IP Address,5.170.212.171,100,322,True,2021-04-15 11:02:59,R_2EoftumckSOKt74,,,,,45.4096069335938,11.8946990966797,anonymous,EN,dame1709,Carta,1.982,1.982,3.079,1,Forbice,0.933,0.933,1.94,1,Carta,0.616,0.616,1.296,1,Sasso,0.523,0.523,1.33,1,Carta,0.586,0.586,1.412,1,Forbice,1.151,1.151,2.04,1,Sasso,0.616,0.616,1.745,1,Sasso,0.63,0.63,1.357,1,Carta,0.713,0.713,1.44,1,Forbice,0.536,0.536,1.439,1,90,60,Abbastanza casuali,Molto casuali,Nè casuali nè predeterminati,Abbastanza casuali,Molto casuali,Molto casuali,Nè bello nè brutto,Moltissimo,Moltissimo,Pochissimo,Abbastanza brutto,Abbastanza,Abbastanza,Poco,Abbastanza bello,Moltissimo,Moltissimo,Pochissimo,Abbastanza,Per nulla,Poco,Abbastanza,Abbastanza,1,,,,,,,,,2,1,1,,1,5,Maschile,22,31,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1
2021-04-15 11:00:41,2021-04-15 11:03:21,IP Address,79.36.55.145,100,160,True,2021-04-15 11:03:22,R_3JqNK0oUxVEhV9W,,,,,45.5431060791016,11.54150390625,anonymous,EN,anmo2203,Carta,1.771,1.771,2.667,1,Sasso,0.571,0.571,1.347,1,Forbice,0.631,0.631,1.536,1,Carta,0.601,0.601,1.545,1,Sasso,0.44,0.44,1.27,1,Forbice,0.544,0.544,1.51,1,Carta,0.572,0.572,1.41,1,Sasso,0.776,0.776,1.639,1,Forbice,0.499,0.499,1.314,1,Carta,0.648,0.648,1.574,1,5,100,Nè casuali nè predeterminati,Nè casuali nè predeterminati,Nè casuali nè predeterminati,Abbastanza predeterminati,Abbastanza predeterminati,Abbastanza predeterminati,Molto brutto,Per niente,Per niente,Poco,Molto brutto,Pochissimo,Poco,Poco,Molto brutto,Per niente,Pochissimo,Pochissimo,Poco,Poco,Per nulla,Poco,Per nulla,,0,,,,,,,,1,,,,,1,M,43,60,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,
2021-04-15 10:57:37,2021-04-15 11:03:28,IP Address,93.45.92.99,100,351,True,2021-04-15 11:03:29,R_2QYQ8FDNIVwwzL6,,,,,45.4096069335938,11.8946990966797,anonymous,EN,vevi1702,Forbice,3.179,3.179,4.111,1,Carta,1.377,1.377,2.141,1,Carta,0.394,0.394,1.119,1,Forbice,0.694,0.694,1.53,1,Sasso,1.067,1.067,2.08,1,Carta,2.377,2.377,3.433,1,Forbice,0.876,0.876,1.664,1,Forbice,0.937,0.937,1.669,1,Sasso,0.685,0.685,1.506,1,Carta,0.735,0.735,1.727,1,45,60,Nè casuali nè predeterminati,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Molto casuali,Bello,Poco,Abbastanza,Poco,Abbastanza bello,Poco,Abbastanza,Poco,Bello,Molto,Abbastanza,Poco,Abbastanza,Poco,Poco,Poco,Poco,4,2,,,1,2,,,2,3,2,,,4,6,femmina,22,23,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,
2021-04-15 10:57:37,2021-04-15 11:03:30,IP Address,151.61.172.51,100,352,True,2021-04-15 11:03:30,R_ZK0k2ZyUffQmw6d,,,,,45.9781036376953,12.3054962158203,anonymous,EN,Emam1208,Carta,13.499,13.499,14.549,1,Sasso,0.87,0.87,1.982,1,Sasso,0.571,0.571,1.487,1,Carta,0.695,0.695,1.458,1,Forbice,0.623,0.623,1.519,1,Sasso,0.46,0.46,1.288,1,Carta,0.58,0.58,1.541,1,Sasso,0.637,0.637,1.519,1,Forbice,0.529,0.529,1.253,1,Carta,0.566,0.566,1.402,1,60,41,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza predeterminati,Nè casuali nè predeterminati,Abbastanza brutto,Poco,Per niente,Poco,Brutto,,Per niente,Pochissimo,Abbastanza brutto,Poco,Per niente,Poco,Poco,Per nulla,Per nulla,Per nulla,Poco,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,Femmina,23,22,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,
2021-04-15 10:57:38,2021-04-15 11:03:42,IP Address,95.236.189.122,100,364,True,2021-04-15 11:03:43,R_1eyEe5qj34JfUep,,,,,45.4096069335938,11.8946990966797,anonymous,EN,anvi1007,Forbice,3.556,3.556,4.961,1,Carta,1.854,4.973,6.286,2,Carta,0.86,0.86,2.176,1,Sasso,1.347,1.347,2.308,1,Forbice,1.358,1.358,2.849,1,Carta,0.907,1.342,2.848,2,Sasso,1.558,1.558,2.784,1,Carta,0.953,2.283,2.841,2,Carta,2.998,2.998,4.412,1,Sasso,2.141,2.141,3.247,1,50,61,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Abbastanza brutto,Molto,Per niente,Abbastanza,Nè bello nè brutto,Abbastanza,Poco,Abbastanza,Nè bello nè brutto,Abbastanza,Abbastanza,Abbastanza,Poco,Poco,Poco,Per nulla,Per nulla,2,1,1,,,2,2,2,2,3,2,,,,,femmina,27,49,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,
2021-04-15 10:57:38,2021-04-15 11:03:43,IP Address,151.95.112.53,100,365,True,2021-04-15 11:03:44,R_DJ3kG5sqzmzjjTX,,,,,45.4096069335938,11.8946990966797,anonymous,EN,mave1610,Forbice,4.305,5.377,5.699,2,Sasso,3.157,3.157,4.003,1,Sasso,6.225,6.225,7.002,1,Carta,0.816,0.816,1.67,1,Carta,0.829,0.829,1.656,1,Forbice,1.831,1.831,2.688,1,Sasso,1.29,1.29,2.038,1,Forbice,0.631,0.631,1.522,1,Carta,0.448,0.448,1.301,1,Carta,0.4,0.4,1.281,1,70,80,Nè casuali nè predeterminati,Abbastanza casuali,Nè casuali nè predeterminati,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Brutto,Poco,Poco,Abbastanza,Molto brutto,Per niente,Abbastanza,Poco,Brutto,Abbastanza,Poco,Abbastanza,Poco,Per nulla,Poco,Poco,Abbastanza,3,1,0,0,2,1,0,1,1,1,2,1,8,1,4,maschio,21,60,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,
